Dataset,Convolution,Aggregator,Iteration,MAE,RMSE,Maximum error,R2
QM8,GATv2,Max,3,0.5905,0.9756,8.3931,0.0662
QM8,GATv2,Max,4,0.5768,0.9564,8.0065,0.0938
QM8,GATv2,Mean,0,0.5774,0.9645,8.9773,0.0684
QM8,GATv2,Mean,1,0.6054,1.0204,8.9402,0.0593
QM8,GATv2,Mean,2,0.6026,0.9844,8.682,0.0671
QM8,GATv2,Mean,3,0.5898,0.9738,8.4094,0.0719
QM8,GATv2,Mean,4,0.5804,0.9645,8.6951,0.0806
QM8,GATv2,Dense,0,0.5639,0.9532,8.9595,0.0993
QM8,GATv2,Dense,1,0.5915,1.0124,8.3159,0.083
QM8,GATv2,Dense,2,0.5887,0.9771,8.6768,0.1006
QM8,GATv2,Dense,3,0.57,0.9565,8.4047,0.1138
QM8,GATv2,Dense,4,0.569,0.9604,8.2422,0.1013
QM8,GATv2,GRU,0,0.548,0.9382,8.9962,0.1269
QM8,GATv2,GRU,1,0.5753,0.9941,8.7257,0.1179
QM8,GATv2,GRU,2,0.5753,0.9627,9.0805,0.1163
QM8,GATv2,GRU,3,0.5606,0.9419,8.3912,0.1326
QM8,GATv2,GRU,4,0.5589,0.9438,7.8139,0.1365
QM8,GATv2,Set Transformer,0,0.5704,0.96,8.9837,0.0829
QM8,GATv2,Set Transformer,1,0.5851,1.0042,8.3558,0.0938
QM8,GATv2,Set Transformer,2,0.582,0.9669,8.8308,0.1023
QM8,GATv2,Set Transformer,3,0.5661,0.954,8.3875,0.1131
QM8,GATv2,Set Transformer,4,0.5622,0.9465,7.8137,0.1131
QM8,GCN,Sum,0,0.5723,0.9606,8.9924,0.0794
QM8,GCN,Sum,1,0.5998,1.0113,8.3331,0.075
QM8,GCN,Sum,2,0.594,0.9774,8.773,0.0785
QM8,GCN,Sum,3,0.5803,0.962,8.4166,0.0918
QM8,GCN,Sum,4,0.5784,0.9631,8.1256,0.0819
QM8,GCN,Max,0,0.5826,0.9687,8.9893,0.0669
QM8,GCN,Max,1,0.6076,1.023,8.5203,0.0601
QM8,GCN,Max,2,0.6036,0.9855,8.3624,0.0685
QM8,GCN,Max,3,0.5884,0.974,8.4107,0.0714
QM8,GCN,Max,4,0.5822,0.9684,8.8956,0.075
QM8,GCN,Mean,0,0.5819,0.972,8.9854,0.0611
QM8,GCN,Mean,1,0.6051,1.0198,8.3362,0.063
QM8,GCN,Mean,2,0.6047,0.9904,8.7965,0.0589
QM8,GCN,Mean,3,0.589,0.9745,8.4136,0.0736
QM8,GCN,Mean,4,0.5805,0.9671,9.4808,0.0768
QM8,GCN,Dense,0,0.569,0.9567,8.9744,0.1002
QM8,GCN,Dense,1,0.5911,1.0083,8.3094,0.103
QM8,GCN,Dense,2,0.5859,0.9739,8.7486,0.1022
QM8,GCN,Dense,3,0.5766,0.9657,8.3451,0.0973
QM8,GCN,Dense,4,0.5751,0.9674,8.6552,0.0952
QM8,GCN,GRU,0,0.5635,0.9522,8.9793,0.1152
QM8,GCN,GRU,1,0.5914,1.0082,8.3325,0.0886
QM8,GCN,GRU,2,0.5837,0.9747,8.168,0.0942
QM8,GCN,GRU,3,0.5656,0.9528,8.4105,0.1195
QM8,GCN,GRU,4,0.5702,0.9574,7.965,0.107
QM8,GCN,Set Transformer,0,0.5722,0.9613,9.0008,0.0822
QM8,GCN,Set Transformer,1,0.5993,1.0131,8.3306,0.0737
QM8,GCN,Set Transformer,2,0.5936,0.9802,9.1356,0.0794
QM8,GCN,Set Transformer,3,0.5868,0.9693,8.4109,0.079
QM8,GCN,Set Transformer,4,0.5751,0.9615,8.2938,0.0945
QM8,GIN,Sum,0,0.5815,0.9676,8.9904,0.0729
QM8,GIN,Sum,1,0.6077,1.0226,9.3594,0.0588
QM8,GIN,Sum,2,0.5999,0.9823,8.6191,0.0765
QM8,GIN,Sum,3,0.5905,0.975,8.405,0.0719
QM8,GIN,Sum,4,0.5815,0.9687,8.6409,0.0776
QM8,GIN,Max,0,0.5806,0.9676,8.9961,0.0756
QM8,GIN,Max,1,0.6041,1.0177,8.3344,0.0713
QM8,GIN,Max,2,0.604,0.9944,8.9834,0.0578
QM8,GIN,Max,3,0.5875,0.9736,8.4187,0.0787
QM8,GIN,Max,4,0.5838,0.9737,9.0663,0.0753
QM8,GIN,Mean,0,0.5849,0.9724,8.9912,0.0695
QM8,GIN,Mean,1,0.6134,1.0269,10.4454,0.0593
QM8,GIN,Mean,2,0.6038,0.9902,8.7691,0.0701
QM8,GIN,Mean,3,0.593,0.9761,8.4175,0.0768
QM8,GIN,Mean,4,0.5868,0.9763,10.3806,0.0614
QM8,GIN,Dense,0,0.5616,0.9486,8.9879,0.1036
QM8,GIN,Dense,1,0.584,1.01,8.2468,0.0925
QM8,GIN,Dense,2,0.5826,0.982,9.1813,0.0952
QM8,GIN,Dense,3,0.5611,0.9509,8.3813,0.1216
QM8,GIN,Dense,4,0.5676,0.9607,8.3027,0.1186
QM8,GIN,GRU,0,0.5734,0.9709,8.9985,0.0997
QM8,GIN,GRU,1,0.5952,1.0118,8.3522,0.1012
QM8,GIN,GRU,2,0.5912,0.985,8.8057,0.0916
QM8,GIN,GRU,3,0.572,0.9624,8.4127,0.1007
QM8,GIN,GRU,4,0.5827,0.9779,8.1149,0.1153
QM8,GIN,Set Transformer,0,0.574,0.9662,8.9799,0.0926
QM8,GIN,Set Transformer,1,0.601,1.0157,8.3297,0.072
QM8,GIN,Set Transformer,2,0.5921,0.9796,9.1421,0.0777
QM8,GIN,Set Transformer,3,0.5844,0.9649,8.3989,0.0942
QM8,GIN,Set Transformer,4,0.5788,0.961,7.8676,0.0892
QM8,PNA,Sum,0,0.5715,0.9607,8.9716,0.0907
QM8,PNA,Sum,1,0.599,1.0088,8.3267,0.0814
QM8,PNA,Sum,2,0.5884,0.9734,8.3919,0.0938
QM8,PNA,Sum,3,0.5823,0.9701,8.3913,0.0866
QM8,PNA,Sum,4,0.5723,0.9566,8.4581,0.1075
QM8,PNA,Max,0,0.5774,0.9661,8.9916,0.0801
QM8,PNA,Max,1,0.6017,1.0165,9.6227,0.0843
QM8,PNA,Max,2,0.5895,0.9788,8.9254,0.086
QM8,PNA,Max,3,0.5819,0.9662,8.4117,0.0878
QM8,PNA,Max,4,0.579,0.9599,8.0105,0.0968
QM8,PNA,Mean,0,0.5709,0.961,8.9829,0.0912
QM8,PNA,Mean,1,0.5993,1.0116,9.2647,0.0831
QM8,PNA,Mean,2,0.5938,0.9823,8.8918,0.0825
QM8,PNA,Mean,3,0.5777,0.9632,8.4086,0.0976
QM8,PNA,Mean,4,0.5797,0.9641,8.8505,0.0892
QM8,PNA,Dense,0,0.5571,0.9413,7.8284,0.1451
QM8,PNA,Dense,1,0.5727,0.9935,8.34,0.1259
QM8,PNA,Dense,2,0.5688,0.9625,9.0361,0.1239
QM8,PNA,Dense,3,0.5548,0.9475,8.3861,0.1336
QM8,PNA,Dense,4,0.5621,0.9577,8.909,0.0999
QM8,PNA,GRU,0,0.5826,0.9756,8.9956,0.0839
QM8,PNA,GRU,1,0.5844,1.0106,8.3456,0.1002
QM8,PNA,GRU,2,0.5948,0.99,8.2002,0.09
QM8,PNA,GRU,3,0.5831,0.9673,8.4116,0.0996
QM8,PNA,GRU,4,0.5739,0.9648,7.9224,0.1124
QM8,PNA,Set Transformer,0,0.5501,0.9439,8.9712,0.1198
QM8,PNA,Set Transformer,1,0.5832,0.9997,8.9744,0.1075
QM8,PNA,Set Transformer,2,0.5738,0.9653,9.2235,0.1056
QM8,PNA,Set Transformer,3,0.5573,0.9452,8.4209,0.136
QM8,PNA,Set Transformer,4,0.5663,0.9577,8.6005,0.1083
QM9,GAT,Sum,0,0.7592,0.9798,10.3354,0.0463
QM9,GAT,Sum,1,0.7543,0.9746,10.3414,0.0565
QM9,GAT,Sum,2,0.7523,0.9718,10.3325,0.0603
QM9,GAT,Sum,3,0.758,0.9788,10.3946,0.0483
QM9,GAT,Sum,4,0.7571,0.9772,10.3158,0.0519
QM9,GAT,Max,0,0.7343,0.9516,10.3803,0.1002
QM9,GAT,Max,1,0.7391,0.9571,10.3548,0.09
QM9,GAT,Max,2,0.737,0.9558,10.3498,0.0938
QM9,GAT,Max,3,0.7357,0.9537,10.3401,0.0969
QM9,GAT,Max,4,0.7369,0.9539,10.3231,0.0952
QM9,GAT,Mean,0,0.7542,0.9753,10.3146,0.0548
QM9,GAT,Mean,1,0.7501,0.9705,10.3312,0.0636
QM9,GAT,Mean,2,0.7424,0.9617,10.3481,0.0806
QM9,GAT,Mean,3,0.7415,0.9596,10.3542,0.0841
QM9,GAT,Mean,4,0.7434,0.9638,10.349,0.0768
QM9,GAT,Janossy Dense,0,0.6841,0.8923,10.3969,0.1961
QM9,GAT,Janossy Dense,1,0.6898,0.8999,9.1168,0.1865
QM9,GAT,Janossy Dense,2,0.6613,0.8653,10.4887,0.2444
QM9,GAT,Janossy Dense,3,0.6644,0.8697,8.925,0.2454
QM9,GAT,Janossy Dense,4,0.679,0.8899,10.1194,0.2123
QM9,GAT,Janossy GRU,0,0.6673,0.8721,10.3146,0.2314
QM9,GAT,Janossy GRU,1,0.6634,0.8662,8.9721,0.2434
QM9,GAT,Janossy GRU,2,0.6856,0.8919,10.3274,0.1981
QM9,GAT,Janossy GRU,3,0.6716,0.8788,8.6613,0.2295
QM9,GAT,Janossy GRU,4,0.6751,0.8821,10.4485,0.2243
QM9,GAT,Dense,0,0.6393,0.8446,10.1959,0.2919
QM9,GAT,Dense,1,0.6355,0.8404,10.2545,0.3025
QM9,GAT,Dense,2,0.6344,0.8373,10.4761,0.3052
QM9,GAT,Dense,3,0.6395,0.8449,10.3239,0.2931
QM9,GAT,Dense,4,0.6445,0.8509,10.3721,0.283
QM9,GAT,GRU,0,0.6137,0.8056,10.3671,0.3434
QM9,GAT,GRU,1,0.6178,0.8101,9.0333,0.3388
QM9,GAT,GRU,2,0.6155,0.8088,10.2176,0.339
QM9,GAT,GRU,3,0.6205,0.8149,8.5768,0.3369
QM9,GAT,GRU,4,0.6286,0.8229,10.2555,0.325
QM9,GAT,Set Transformer,0,0.6616,0.868,10.3911,0.2418
QM9,GAT,Set Transformer,1,0.629,0.829,9.1892,0.3122
QM9,GAT,Set Transformer,2,0.6179,0.8152,9.9177,0.331
QM9,GAT,Set Transformer,3,0.6172,0.8149,9.084,0.3383
QM9,GAT,Set Transformer,4,0.6482,0.8544,9.9816,0.2762
QM9,GATv2,Sum,0,0.7436,0.962,10.337,0.0806
QM9,GATv2,Sum,1,0.745,0.9641,10.3451,0.0767
QM9,GATv2,Sum,2,0.7421,0.9609,10.3251,0.0817
QM9,GATv2,Sum,3,0.7478,0.9668,10.3451,0.0713
QM9,GATv2,Sum,4,0.7492,0.9683,10.325,0.0678
QM9,GATv2,Max,0,0.7313,0.9476,10.3211,0.108
QM9,GATv2,Max,1,0.7305,0.9475,10.3392,0.108
QM9,GATv2,Max,2,0.728,0.945,10.3553,0.1128
QM9,GATv2,Max,3,0.7312,0.9487,10.3277,0.1066
QM9,GATv2,Max,4,0.7341,0.9525,10.3587,0.1007
QM9,GATv2,Mean,0,0.7372,0.9559,10.3725,0.0918
QM9,GATv2,Mean,1,0.7323,0.951,10.3612,0.1016
QM9,GATv2,Mean,2,0.7351,0.9536,10.4171,0.096
QM9,GATv2,Mean,3,0.7354,0.9548,10.4069,0.0934
QM9,GATv2,Mean,4,0.736,0.9544,10.3548,0.0946
QM9,GATv2,Janossy Dense,0,0.6805,0.8876,10.296,0.2053
QM9,GATv2,Janossy Dense,1,0.6617,0.865,9.0737,0.2472
QM9,GATv2,Janossy Dense,2,0.6668,0.8731,10.1636,0.2317
QM9,GATv2,Janossy Dense,3,0.6709,0.8784,8.9375,0.2312
QM9,GATv2,Janossy Dense,4,0.6675,0.874,10.2998,0.2394
QM9,GATv2,Janossy GRU,0,0.688,0.8951,10.3827,0.1909
QM9,GATv2,Janossy GRU,1,0.7232,0.9371,8.9735,0.1159
QM9,GATv2,Janossy GRU,2,0.6843,0.8941,10.3056,0.194
QM9,GATv2,Janossy GRU,3,0.7249,0.9403,8.8068,0.1187
QM9,GATv2,Janossy GRU,4,0.7087,0.9243,10.3319,0.1491
QM9,GATv2,Dense,0,0.641,0.8437,10.4217,0.2921
QM9,GATv2,Dense,1,0.6404,0.847,10.2546,0.2918
QM9,GATv2,Dense,2,0.6409,0.8444,10.4907,0.2915
QM9,GATv2,Dense,3,0.6388,0.8415,10.4129,0.297
QM9,GATv2,Dense,4,0.6522,0.8588,10.5187,0.267
QM9,GATv2,GRU,0,0.6042,0.7969,10.2507,0.3581
QM9,GATv2,GRU,1,0.6248,0.8217,9.1702,0.3194
QM9,GATv2,GRU,2,0.6155,0.8099,10.2274,0.3372
QM9,GATv2,GRU,3,0.6231,0.8174,8.6577,0.3333
QM9,GATv2,GRU,4,0.5874,0.7785,10.5727,0.3952
QM9,GATv2,Set Transformer,0,0.6319,0.8337,10.2132,0.2991
QM9,GATv2,Set Transformer,1,0.6129,0.8071,9.0703,0.3451
QM9,GATv2,Set Transformer,2,0.624,0.8226,9.7409,0.3177
QM9,GATv2,Set Transformer,3,0.6133,0.8091,8.6492,0.3466
QM9,GATv2,Set Transformer,4,0.6298,0.8292,10.0319,0.3151
QM9,GCN,Sum,0,0.735,0.9518,10.3058,0.0989
QM9,GCN,Sum,1,0.7355,0.953,10.3019,0.0968
QM9,GCN,Sum,2,0.7385,0.9567,10.3171,0.0902
QM9,GCN,Sum,3,0.7372,0.955,10.2863,0.0931
QM9,GCN,Sum,4,0.7357,0.9535,10.299,0.0955
QM9,GCN,Max,0,0.7289,0.946,10.4137,0.1096
QM9,GCN,Max,1,0.7291,0.9465,10.3496,0.109
QM9,GCN,Max,2,0.7295,0.9458,10.3663,0.1107
QM9,GCN,Max,3,0.7265,0.9437,10.2734,0.1143
QM9,GCN,Max,4,0.7289,0.946,10.342,0.1103
QM9,GCN,Mean,0,0.7348,0.9534,10.3711,0.0962
QM9,GCN,Mean,1,0.7345,0.9526,10.3216,0.0985
QM9,GCN,Mean,2,0.7352,0.9538,10.3289,0.096
QM9,GCN,Mean,3,0.7338,0.9524,10.3313,0.0984
QM9,GCN,Mean,4,0.7348,0.953,10.3079,0.0969
QM9,GCN,Janossy Dense,0,0.6771,0.8816,10.4196,0.2172
QM9,GCN,Janossy Dense,1,0.651,0.8521,9.2199,0.2686
QM9,GCN,Janossy Dense,2,0.6961,0.9077,10.2468,0.1696
QM9,GCN,Janossy Dense,3,0.6516,0.8575,8.6118,0.2683
QM9,GCN,Janossy Dense,4,0.6685,0.8762,10.1392,0.2376
QM9,GCN,Janossy GRU,0,0.6641,0.8705,10.2624,0.2343
QM9,GCN,Janossy GRU,1,0.6421,0.8412,9.1202,0.287
QM9,GCN,Janossy GRU,2,0.6764,0.8843,10.284,0.2099
QM9,GCN,Janossy GRU,3,0.695,0.9069,8.5507,0.1799
QM9,GCN,Janossy GRU,4,0.6911,0.9037,10.4176,0.186
QM9,GCN,Dense,0,0.6316,0.8377,10.8501,0.3093
QM9,GCN,Dense,1,0.6329,0.8366,10.78,0.3142
QM9,GCN,Dense,2,0.633,0.8375,10.3481,0.3098
QM9,GCN,Dense,3,0.6296,0.831,10.8239,0.3193
QM9,GCN,Dense,4,0.6328,0.836,10.5851,0.3074
QM9,GCN,GRU,0,0.6162,0.81,9.9793,0.3395
QM9,GCN,GRU,1,0.6247,0.8188,9.311,0.3258
QM9,GCN,GRU,2,0.6116,0.8044,9.9369,0.3477
QM9,GCN,GRU,3,0.6028,0.7952,8.9653,0.3697
QM9,GCN,GRU,4,0.6263,0.8247,10.2698,0.3243
QM9,GCN,Set Transformer,0,0.5965,0.7895,10.1249,0.3787
QM9,GCN,Set Transformer,1,0.5992,0.7928,9.5272,0.3743
QM9,GCN,Set Transformer,2,0.6086,0.806,9.8537,0.3576
QM9,GCN,Set Transformer,3,0.5956,0.789,8.5442,0.3856
QM9,GCN,Set Transformer,4,0.6012,0.7956,9.8622,0.3856
QM9,GIN,Sum,0,0.7064,0.9205,10.2885,0.1572
QM9,GIN,Sum,1,0.7068,0.9226,10.288,0.1538
QM9,GIN,Sum,2,0.7064,0.923,10.2932,0.1529
QM9,GIN,Sum,3,0.7054,0.9202,10.3337,0.1578
QM9,GIN,Sum,4,0.7088,0.9255,10.3273,0.1481
QM9,GIN,Max,0,0.6987,0.9127,10.4302,0.1709
QM9,GIN,Max,1,0.7026,0.9177,10.2888,0.1647
QM9,GIN,Max,2,0.7037,0.9199,10.3719,0.1594
QM9,GIN,Max,3,0.704,0.9203,10.3301,0.1601
QM9,GIN,Max,4,0.7023,0.9166,10.448,0.1653
QM9,GIN,Mean,0,0.7165,0.9337,10.3485,0.1326
QM9,GIN,Mean,1,0.7159,0.9333,10.3491,0.1338
QM9,GIN,Mean,2,0.7162,0.9332,10.3376,0.1342
QM9,GIN,Mean,3,0.714,0.9315,10.3673,0.1371
QM9,GIN,Mean,4,0.7163,0.9342,10.3311,0.1331
QM9,GIN,Janossy Dense,0,0.6228,0.821,10.3858,0.3201
QM9,GIN,Janossy Dense,1,0.6048,0.7971,9.1467,0.3607
QM9,GIN,Janossy Dense,2,0.6029,0.795,9.9243,0.3645
QM9,GIN,Janossy Dense,3,0.6263,0.8259,8.6632,0.3204
QM9,GIN,Janossy Dense,4,0.6096,0.8042,10.3732,0.3557
QM9,GIN,Janossy GRU,0,0.651,0.8524,10.3552,0.2656
QM9,GIN,Janossy GRU,1,0.6354,0.8328,9.2971,0.3003
QM9,GIN,Janossy GRU,2,0.6784,0.8887,10.2036,0.2039
QM9,GIN,Janossy GRU,3,0.6344,0.8334,8.864,0.3065
QM9,GIN,Janossy GRU,4,0.6954,0.9072,10.4465,0.1803
QM9,GIN,Dense,0,0.5951,0.7904,10.5085,0.386
QM9,GIN,Dense,1,0.5962,0.7925,10.6473,0.379
QM9,GIN,Dense,2,0.5969,0.7908,10.4081,0.3817
QM9,GIN,Dense,3,0.5999,0.7944,10.7149,0.3755
QM9,GIN,Dense,4,0.5985,0.7943,10.4733,0.3762
QM9,GIN,GRU,0,0.5951,0.787,10.6465,0.3778
QM9,GIN,GRU,1,0.5967,0.786,9.085,0.3799
QM9,GIN,GRU,2,0.5948,0.7849,10.188,0.3803
QM9,GIN,GRU,3,0.6019,0.7947,8.6607,0.3717
QM9,GIN,GRU,4,0.6021,0.7949,10.4314,0.3737
QM9,GIN,Set Transformer,0,0.5974,0.7926,10.7671,0.3769
QM9,GIN,Set Transformer,1,0.5926,0.7846,9.5199,0.3955
QM9,GIN,Set Transformer,2,0.5873,0.7835,9.6353,0.3968
QM9,GIN,Set Transformer,3,0.5895,0.7852,8.5124,0.3988
QM9,GIN,Set Transformer,4,0.5928,0.7862,10.3163,0.3974
QM9,PNA,Sum,0,0.6957,0.9101,10.359,0.1766
QM9,PNA,Sum,1,0.6973,0.9125,10.4062,0.1723
QM9,PNA,Sum,2,0.6945,0.906,10.3194,0.1843
QM9,PNA,Sum,3,0.7004,0.9146,10.41,0.1678
QM9,PNA,Sum,4,0.698,0.9126,10.4766,0.1721
QM9,PNA,Max,0,0.6842,0.8955,10.4467,0.2027
QM9,PNA,Max,1,0.6864,0.8983,10.4633,0.203
QM9,PNA,Max,2,0.6825,0.8953,10.5791,0.2044
QM9,PNA,Max,3,0.6802,0.8906,10.3238,0.2125
QM9,PNA,Max,4,0.6851,0.8965,10.4078,0.2021
QM9,PNA,Mean,0,0.7066,0.9222,10.4733,0.1554
QM9,PNA,Mean,1,0.6992,0.9134,10.3731,0.1724
QM9,PNA,Mean,2,0.7032,0.9179,10.3868,0.1667
QM9,PNA,Mean,3,0.7052,0.9214,10.4089,0.1567
QM9,PNA,Mean,4,0.6989,0.9143,10.439,0.1703
QM9,PNA,Janossy Dense,0,0.6026,0.7996,10.5295,0.3548
QM9,PNA,Janossy Dense,1,0.6002,0.7899,9.3301,0.3706
QM9,PNA,Janossy Dense,2,0.6248,0.8231,9.9983,0.3169
QM9,PNA,Janossy Dense,3,0.619,0.8159,8.8449,0.3352
QM9,PNA,Janossy Dense,4,0.6265,0.8252,9.8475,0.3217
QM9,PNA,Janossy GRU,0,0.6179,0.815,10.2141,0.3289
QM9,PNA,Janossy GRU,1,0.6195,0.8138,9.4619,0.3325
QM9,PNA,Janossy GRU,2,0.6272,0.8246,10.3171,0.3133
QM9,PNA,Janossy GRU,3,0.6212,0.82,8.8438,0.3288
QM9,PNA,Janossy GRU,4,0.6435,0.8437,10.2799,0.2906
QM9,PNA,Dense,0,0.5849,0.7778,10.2826,0.4013
QM9,PNA,Dense,1,0.5811,0.774,10.6646,0.407
QM9,PNA,Dense,2,0.5833,0.7772,10.5982,0.4032
QM9,PNA,Dense,3,0.5785,0.7699,10.4245,0.4116
QM9,PNA,Dense,4,0.5846,0.7752,10.5681,0.4057
QM9,PNA,GRU,0,0.5947,0.7878,10.3817,0.38
QM9,PNA,GRU,1,0.582,0.7689,9.1227,0.4047
QM9,PNA,GRU,2,0.6057,0.8006,10.2012,0.3573
QM9,PNA,GRU,3,0.5978,0.7896,8.8056,0.383
QM9,PNA,GRU,4,0.6191,0.8179,10.2637,0.3449
QM9,PNA,Set Transformer,0,0.5745,0.7658,9.9051,0.4158
QM9,PNA,Set Transformer,1,0.5636,0.7496,9.5576,0.4415
QM9,PNA,Set Transformer,2,0.5592,0.7471,9.7595,0.4412
QM9,PNA,Set Transformer,3,0.5628,0.7524,8.3324,0.4433
QM9,PNA,Set Transformer,4,0.5654,0.7526,9.9215,0.4435
ZINC,PNA,GRU,,0.333457828,0.650949121,17.28127098,0.894536844
ZINC,GATv2,GRU,,0.912788272,1.252016902,16.83223152,0.665936432
ZINC,GAT,GRU,,1.456344247,2.078612328,16.74043465,0.061203053
ZINC,GCN,GRU,,0.92206955,1.400636077,16.92419624,0.505658011
ZINC,GIN,GRU,,0.558488786,0.919110835,16.52760124,0.786257081
ZINC,PNA,Mean,,0.388585,0.7487753,15.838658,0.859472802
ZINC,PNA,Dense,,0.35740322,0.6968111,16.84278,0.877633953
ZINC,PNA,Sum,,0.35796064,0.7270762,18.625196,0.866232242
ZINC,PNA,Set Transformer,,0.43453446,0.78271765,17.060184,0.846397738
ZINC,PNA,Max,,0.47380078,0.752035,8.301863,0.857591929
ZINC,GIN,Mean,,0.5686846,0.95601237,15.881928,0.769203526
ZINC,GIN,Dense,,0.5021964,0.92327297,21.774933,0.785599997
ZINC,GIN,Sum,,0.50716007,0.8888676,16.084267,0.800350633
ZINC,GIN,Set Transformer,,0.5321678,0.92123944,14.5609045,0.785991198
ZINC,GIN,Max,,0.6426429,1.058244,17.475515,0.716908267
ZINC,GAT,Mean,,0.9017002,1.353816,16.317759,0.540408487
ZINC,GAT,Dense,,0.7869836,1.2580647,17.0808,0.601404972
ZINC,GAT,Sum,,0.86006504,1.2857391,16.818022,0.59072501
ZINC,GAT,Set Transformer,,1.0416592,1.4782515,16.101204,0.467927568
ZINC,GAT,Max,,1.2501159,1.5959759,14.74753,0.501366191
ZINC,GCN,Mean,,0.73698366,1.2024293,17.11907,0.634439516
ZINC,GCN,Dense,,0.6835092,1.0995992,16.766594,0.694482338
ZINC,GCN,Sum,,0.8025714,1.2734812,17.9408,0.594073873
ZINC,GCN,Set Transformer,,0.718056,1.2075458,17.911625,0.640915387
ZINC,GCN,Max,,0.87747186,1.3096088,16.927471,0.56808872
ZINC,GATv2,Mean,,1.2580082,1.6272188,15.615783,0.425535015
ZINC,GATv2,Dense,,1.4908872,1.8604935,15.878063,0.420131845
ZINC,GATv2,Sum,,1.0641174,1.488308,16.168037,0.469277922
ZINC,GATv2,Set Transformer,,2.385194,2.675567,14.972032,0.415994441
ZINC,GATv2,Max,,1.3381616,1.7258359,14.788081,0.38966236
alchemy_full,PNA,Mean,3,16.342627,47.378,1415.9294,0.993563557
alchemy_full,PNA,Mean,2,17.039307,51.900494,3246.4917,0.992086565
alchemy_full,PNA,Mean,4,16.843262,49.725018,1556.9021,0.993105025
alchemy_full,PNA,Mean,1,16.05119,47.79045,1291.5283,0.993587777
alchemy_full,PNA,Mean,0,17.27048,51.88898,3490.4346,0.992843101
alchemy_full,PNA,Dense,3,12.524696,30.630196,855.1078,0.998375588
alchemy_full,PNA,Dense,2,8.499426,23.654825,2469.5757,0.998353573
alchemy_full,PNA,Dense,4,11.464788,28.084461,689.4656,0.998147389
alchemy_full,PNA,Dense,1,9.11841,23.123194,572.5532,0.998550982
alchemy_full,PNA,Dense,0,9.08287,25.269232,2502.637,0.998562605
alchemy_full,PNA,Sum,3,10.857134,34.525738,1037.5544,0.996904993
alchemy_full,PNA,Sum,2,9.977766,32.618034,3218.144,0.997069524
alchemy_full,PNA,Sum,4,10.188562,33.12162,1246.0115,0.996782735
alchemy_full,PNA,Sum,1,10.586579,32.00588,1001.0051,0.996930213
alchemy_full,PNA,Sum,0,9.865283,32.878506,3230.9429,0.996949664
alchemy_full,PNA,Set Transformer,3,8.629953,23.440504,890.8186,0.998475807
alchemy_full,PNA,Set Transformer,2,10.877317,29.128284,2810.04,0.997502137
alchemy_full,PNA,Set Transformer,4,10.160638,28.08793,1185.2124,0.998425519
alchemy_full,PNA,Set Transformer,1,9.771819,26.751375,827.177,0.99809521
alchemy_full,PNA,Set Transformer,0,11.8174305,33.436317,2672.8137,0.996751209
alchemy_full,PNA,GRU,3,7.861351,18.980145,886.6133,0.999108511
alchemy_full,PNA,GRU,2,6.7317824,19.305248,1148.2605,0.998969878
alchemy_full,PNA,GRU,4,7.2076344,20.744848,899.5918,0.998807516
alchemy_full,PNA,GRU,1,7.1769543,19.390553,583.43384,0.99918176
alchemy_full,PNA,GRU,0,7.2344723,21.94737,1741.3655,0.998696772
alchemy_full,PNA,Max,3,14.135636,37.038723,1007.7081,0.996916394
alchemy_full,PNA,Max,2,12.661571,31.397459,1308.4664,0.997290971
alchemy_full,PNA,Max,4,15.314601,39.550167,1471.4639,0.996785233
alchemy_full,PNA,Max,1,13.512408,34.759644,1176.9336,0.997164009
alchemy_full,PNA,Max,0,13.392481,35.066647,1231.0397,0.997141671
alchemy_full,GIN,Mean,3,48.932518,110.67916,2022.0521,0.967794364
alchemy_full,GIN,Mean,2,39.15657,99.8817,4276.456,0.970724983
alchemy_full,GIN,Mean,4,39.90861,102.22353,2808.166,0.969452373
alchemy_full,GIN,Mean,1,39.637875,101.75628,2357.4949,0.969913192
alchemy_full,GIN,Mean,0,39.671677,101.63513,6051.4253,0.969454965
alchemy_full,GIN,Dense,3,20.407774,68.21896,5630.4253,0.989838479
alchemy_full,GIN,Dense,2,16.138464,53.963707,5913.7627,0.992835878
alchemy_full,GIN,Dense,4,33.36108,82.65211,4607.7603,0.981388525
alchemy_full,GIN,Dense,1,16.96088,55.078373,1421.1897,0.993598946
alchemy_full,GIN,Dense,0,14.330793,53.61677,5243.246,0.991973029
alchemy_full,GIN,Sum,3,18.134119,63.752373,1844.8733,0.988392295
alchemy_full,GIN,Sum,2,17.157467,63.18534,1782.7219,0.98810084
alchemy_full,GIN,Sum,4,18.671192,64.909966,2701.12,0.98750179
alchemy_full,GIN,Sum,1,15.93413,61.28476,1650.8097,0.988766219
alchemy_full,GIN,Sum,0,17.572916,64.217575,1890.6279,0.987804108
alchemy_full,GIN,Set Transformer,3,11.991112,37.400425,2565.3208,0.996547139
alchemy_full,GIN,Set Transformer,2,14.582922,46.11636,2286.9692,0.995238156
alchemy_full,GIN,Set Transformer,4,15.889882,53.048897,3497.7378,0.994344355
alchemy_full,GIN,Set Transformer,1,14.292971,46.868584,1120.2179,0.995743395
alchemy_full,GIN,Set Transformer,0,12.3790045,39.798397,1702.2637,0.99627718
alchemy_full,GIN,GRU,3,12.802317,45.724323,1505.271,0.994297306
